sujeto,movimiento,variante_limpieza,estrategia_balanceo,modelo,clase,recall,precision,soporte,minoritaria
22260552,all,noOutliers,random_undersampling_controlado,IBk_kNN,pull,0.7356,0.8647,556,False
22260552,all,noOutliers,random_undersampling_controlado,IBk_kNN,push,0.5513,0.4674,78,True
22260552,all,noOutliers,random_undersampling_controlado,IBk_kNN,right,0.9284,0.9798,419,False
22260552,all,noOutliers,random_undersampling_controlado,RBFNetwork_aprox,left,0.8243,0.6176,239,False
22260552,all,noOutliers,random_undersampling_controlado,RBFNetwork_aprox,pull,0.7824,0.877,556,False
22260552,all,noOutliers,random_undersampling_controlado,RBFNetwork_aprox,push,0.4359,0.6667,78,True
22260552,all,noOutliers,random_undersampling_controlado,RBFNetwork_aprox,right,0.9761,0.9601,419,False
22260552,all,sinArtefactosConservador,sin_balanceo,SMO_SVM,left,0.733,0.7407,191,False
22260552,all,sinArtefactosConservador,sin_balanceo,SMO_SVM,pull,0.8405,0.8433,301,False
22260552,all,sinArtefactosConservador,sin_balanceo,SMO_SVM,push,0.3243,0.2727,37,True
22260552,all,sinArtefactosConservador,sin_balanceo,SMO_SVM,right,0.9268,0.958,123,False
22260552,all,sinArtefactosConservador,sin_balanceo,RandomForest,left,0.7801,0.8054,191,False
22260552,all,sinArtefactosConservador,sin_balanceo,RandomForest,pull,0.8904,0.8,301,False
22260552,all,sinArtefactosConservador,sin_balanceo,RandomForest,push,0.0811,0.3,37,True
22260552,all,sinArtefactosConservador,sin_balanceo,RandomForest,right,0.9431,0.9508,123,False
22260552,all,sinArtefactosConservador,sin_balanceo,MLP,left,0.6859,0.7892,191,False
22260552,all,sinArtefactosConservador,sin_balanceo,MLP,pull,0.9003,0.8138,301,False
22260552,all,sinArtefactosConservador,sin_balanceo,MLP,push,0.2973,0.4783,37,True
22260552,all,sinArtefactosConservador,sin_balanceo,MLP,right,0.9431,0.8923,123,False
22260552,all,sinArtefactosConservador,sin_balanceo,IBk_kNN,left,0.6806,0.6633,191,False
22260552,all,sinArtefactosConservador,sin_balanceo,IBk_kNN,pull,0.804,0.7857,301,False
22260552,all,sinArtefactosConservador,sin_balanceo,IBk_kNN,push,0.3514,0.4194,37,True
22260552,all,sinArtefactosConservador,sin_balanceo,IBk_kNN,right,0.9187,0.9658,123,False
22260552,all,sinArtefactosConservador,sin_balanceo,RBFNetwork_aprox,left,0.6702,0.7853,191,False
22260552,all,sinArtefactosConservador,sin_balanceo,RBFNetwork_aprox,pull,0.9169,0.7841,301,False
22260552,all,sinArtefactosConservador,sin_balanceo,RBFNetwork_aprox,push,0.1081,0.2667,37,True
22260552,all,sinArtefactosConservador,sin_balanceo,RBFNetwork_aprox,right,0.9593,0.9672,123,False
22260552,all,sinArtefactosConservador,random_oversampling,SMO_SVM,left,0.733,0.733,191,False
22260552,all,sinArtefactosConservador,random_oversampling,SMO_SVM,pull,0.8339,0.8367,301,False
22260552,all,sinArtefactosConservador,random_oversampling,SMO_SVM,push,0.2973,0.2619,37,True
22260552,all,sinArtefactosConservador,random_oversampling,SMO_SVM,right,0.9268,0.958,123,False
22260552,all,sinArtefactosConservador,random_oversampling,RandomForest,left,0.7801,0.8232,191,False
22260552,all,sinArtefactosConservador,random_oversampling,RandomForest,pull,0.9037,0.8024,301,False
22260552,all,sinArtefactosConservador,random_oversampling,RandomForest,push,0.0811,0.3,37,True
22260552,all,sinArtefactosConservador,random_oversampling,RandomForest,right,0.9593,0.9672,123,False
22260552,all,sinArtefactosConservador,random_oversampling,MLP,left,0.6649,0.7937,191,False
22260552,all,sinArtefactosConservador,random_oversampling,MLP,pull,0.8804,0.8079,301,False
22260552,all,sinArtefactosConservador,random_oversampling,MLP,push,0.2703,0.2703,37,True
22260552,all,sinArtefactosConservador,random_oversampling,MLP,right,0.9431,0.9134,123,False
22260552,all,sinArtefactosConservador,random_oversampling,IBk_kNN,left,0.6806,0.6533,191,False
22260552,all,sinArtefactosConservador,random_oversampling,IBk_kNN,pull,0.8007,0.7724,301,False
22260552,all,sinArtefactosConservador,random_oversampling,IBk_kNN,push,0.2432,0.3214,37,True
22260552,all,sinArtefactosConservador,random_oversampling,IBk_kNN,right,0.8862,0.9646,123,False
22260552,all,sinArtefactosConservador,random_oversampling,RBFNetwork_aprox,left,0.6545,0.7622,191,False
22260552,all,sinArtefactosConservador,random_oversampling,RBFNetwork_aprox,pull,0.8837,0.7847,301,False
22260552,all,sinArtefactosConservador,random_oversampling,RBFNetwork_aprox,push,0.1892,0.2333,37,True
22260552,all,sinArtefactosConservador,random_oversampling,RBFNetwork_aprox,right,0.935,0.9664,123,False
22260552,all,sinArtefactosConservador,class_weight_balanced,SMO_SVM,left,0.733,0.7368,191,False
22260552,all,sinArtefactosConservador,class_weight_balanced,SMO_SVM,pull,0.8372,0.8428,301,False
22260552,all,sinArtefactosConservador,class_weight_balanced,SMO_SVM,push,0.3243,0.2727,37,True
22260552,all,sinArtefactosConservador,class_weight_balanced,SMO_SVM,right,0.9268,0.958,123,False
22260552,all,sinArtefactosConservador,class_weight_balanced,RandomForest,left,0.7068,0.8544,191,False
22260552,all,sinArtefactosConservador,class_weight_balanced,RandomForest,pull,0.9269,0.7644,301,False
22260552,all,sinArtefactosConservador,class_weight_balanced,RandomForest,push,0.0811,0.5,37,True
22260552,all,sinArtefactosConservador,class_weight_balanced,RandomForest,right,0.9593,0.9593,123,False
22260552,all,sinArtefactosConservador,class_weight_balanced,RBFNetwork_aprox,left,0.6911,0.7719,191,False
22260552,all,sinArtefactosConservador,class_weight_balanced,RBFNetwork_aprox,pull,0.8837,0.821,301,False
22260552,all,sinArtefactosConservador,class_weight_balanced,RBFNetwork_aprox,push,0.3243,0.3529,37,True
22260552,all,sinArtefactosConservador,class_weight_balanced,RBFNetwork_aprox,right,0.9675,0.9675,123,False
22260552,all,sinArtefactosConservador,smote,SMO_SVM,left,0.7382,0.7344,191,False
22260552,all,sinArtefactosConservador,smote,SMO_SVM,pull,0.8372,0.84,301,False
22260552,all,sinArtefactosConservador,smote,SMO_SVM,push,0.2973,0.2619,37,True
22260552,all,sinArtefactosConservador,smote,SMO_SVM,right,0.9268,0.9661,123,False
22260552,all,sinArtefactosConservador,smote,RandomForest,left,0.7592,0.8192,191,False
22260552,all,sinArtefactosConservador,smote,RandomForest,pull,0.907,0.7982,301,False
22260552,all,sinArtefactosConservador,smote,RandomForest,push,0.0811,0.25,37,True
22260552,all,sinArtefactosConservador,smote,RandomForest,right,0.9431,0.9587,123,False
22260552,all,sinArtefactosConservador,smote,MLP,left,0.6649,0.784,191,False
22260552,all,sinArtefactosConservador,smote,MLP,pull,0.8771,0.8148,301,False
22260552,all,sinArtefactosConservador,smote,MLP,push,0.3243,0.3077,37,True
22260552,all,sinArtefactosConservador,smote,MLP,right,0.9431,0.9134,123,False
22260552,all,sinArtefactosConservador,smote,IBk_kNN,left,0.712,0.6445,191,False
22260552,all,sinArtefactosConservador,smote,IBk_kNN,pull,0.7575,0.8321,301,False
22260552,all,sinArtefactosConservador,smote,IBk_kNN,push,0.4324,0.3137,37,True
22260552,all,sinArtefactosConservador,smote,IBk_kNN,right,0.9024,0.9569,123,False
22260552,all,sinArtefactosConservador,smote,RBFNetwork_aprox,left,0.6545,0.7669,191,False
22260552,all,sinArtefactosConservador,smote,RBFNetwork_aprox,pull,0.8937,0.7797,301,False
22260552,all,sinArtefactosConservador,smote,RBFNetwork_aprox,push,0.1351,0.2,37,True
22260552,all,sinArtefactosConservador,smote,RBFNetwork_aprox,right,0.935,0.9664,123,False
22260552,all,sinArtefactosConservador,smote_tomek,SMO_SVM,left,0.7225,0.7188,191,False
22260552,all,sinArtefactosConservador,smote_tomek,SMO_SVM,pull,0.8239,0.8267,301,False
22260552,all,sinArtefactosConservador,smote_tomek,SMO_SVM,push,0.2973,0.2619,37,True
22260552,all,sinArtefactosConservador,smote_tomek,SMO_SVM,right,0.9268,0.9661,123,False
22260552,all,sinArtefactosConservador,smote_tomek,RandomForest,left,0.7435,0.8256,191,False
22260552,all,sinArtefactosConservador,smote_tomek,RandomForest,pull,0.897,0.7849,301,False
22260552,all,sinArtefactosConservador,smote_tomek,RandomForest,push,0.0811,0.25,37,True
22260552,all,sinArtefactosConservador,smote_tomek,RandomForest,right,0.9675,0.9597,123,False
22260552,all,sinArtefactosConservador,smote_tomek,MLP,left,0.6649,0.7937,191,False
22260552,all,sinArtefactosConservador,smote_tomek,MLP,pull,0.8771,0.8098,301,False
22260552,all,sinArtefactosConservador,smote_tomek,MLP,push,0.3243,0.3077,37,True
22260552,all,sinArtefactosConservador,smote_tomek,MLP,right,0.9431,0.9134,123,False
22260552,all,sinArtefactosConservador,smote_tomek,IBk_kNN,left,0.712,0.6385,191,False
22260552,all,sinArtefactosConservador,smote_tomek,IBk_kNN,pull,0.7542,0.8315,301,False
22260552,all,sinArtefactosConservador,smote_tomek,IBk_kNN,push,0.4054,0.3061,37,True
22260552,all,sinArtefactosConservador,smote_tomek,IBk_kNN,right,0.9106,0.9573,123,False
22260552,all,sinArtefactosConservador,smote_tomek,RBFNetwork_aprox,left,0.6492,0.7654,191,False
22260552,all,sinArtefactosConservador,smote_tomek,RBFNetwork_aprox,pull,0.8937,0.7797,301,False
22260552,all,sinArtefactosConservador,smote_tomek,RBFNetwork_aprox,push,0.1351,0.1923,37,True
22260552,all,sinArtefactosConservador,smote_tomek,RBFNetwork_aprox,right,0.935,0.9664,123,False
22260552,all,sinArtefactosConservador,random_undersampling_controlado,SMO_SVM,left,0.6754,0.6582,191,False
22260552,all,sinArtefactosConservador,random_undersampling_controlado,SMO_SVM,pull,0.7243,0.8417,301,False
22260552,all,sinArtefactosConservador,random_undersampling_controlado,SMO_SVM,push,0.4595,0.2179,37,True
22260552,all,sinArtefactosConservador,random_undersampling_controlado,SMO_SVM,right,0.9268,0.958,123,False
22260552,all,sinArtefactosConservador,random_undersampling_controlado,RandomForest,left,0.7382,0.7015,191,False
22260552,all,sinArtefactosConservador,random_undersampling_controlado,RandomForest,pull,0.794,0.8328,301,False
22260552,all,sinArtefactosConservador,random_undersampling_controlado,RandomForest,push,0.3243,0.3429,37,True
22260552,all,sinArtefactosConservador,random_undersampling_controlado,RandomForest,right,0.9593,0.9147,123,False
22260552,all,sinArtefactosConservador,random_undersampling_controlado,MLP,left,0.6283,0.7407,191,False
22260552,all,sinArtefactosConservador,random_undersampling_controlado,MLP,pull,0.8173,0.8013,301,False
22260552,all,sinArtefactosConservador,random_undersampling_controlado,MLP,push,0.5405,0.3636,37,True
22260552,all,sinArtefactosConservador,random_undersampling_controlado,MLP,right,0.9268,0.8906,123,False
22260552,all,sinArtefactosConservador,random_undersampling_controlado,IBk_kNN,left,0.5812,0.6307,191,False
22260552,all,sinArtefactosConservador,random_undersampling_controlado,IBk_kNN,pull,0.7375,0.7603,301,False
22260552,all,sinArtefactosConservador,random_undersampling_controlado,IBk_kNN,push,0.4865,0.2769,37,True
22260552,all,sinArtefactosConservador,random_undersampling_controlado,IBk_kNN,right,0.9187,0.9496,123,False
22260552,all,sinArtefactosConservador,random_undersampling_controlado,RBFNetwork_aprox,left,0.6335,0.6505,191,False
22260552,all,sinArtefactosConservador,random_undersampling_controlado,RBFNetwork_aprox,pull,0.7907,0.7987,301,False
22260552,all,sinArtefactosConservador,random_undersampling_controlado,RBFNetwork_aprox,push,0.3514,0.3333,37,True
22260552,all,sinArtefactosConservador,random_undersampling_controlado,RBFNetwork_aprox,right,0.9675,0.9225,123,False
231260558,all,noOutliers,sin_balanceo,SMO_SVM,left,0.5803,0.5114,193,False
231260558,all,noOutliers,sin_balanceo,SMO_SVM,pull,0.8468,0.8836,457,False
231260558,all,noOutliers,sin_balanceo,SMO_SVM,push,0.8906,0.8769,64,True
231260558,all,noOutliers,sin_balanceo,SMO_SVM,right,0.4734,0.4944,188,False
231260558,all,noOutliers,sin_balanceo,RandomForest,left,0.4715,0.6741,193,False
231260558,all,noOutliers,sin_balanceo,RandomForest,pull,0.9387,0.7772,457,False
231260558,all,noOutliers,sin_balanceo,RandomForest,push,0.8594,0.9322,64,True
231260558,all,noOutliers,sin_balanceo,RandomForest,right,0.617,0.7436,188,False
231260558,all,noOutliers,sin_balanceo,MLP,left,0.5699,0.6918,193,False
231260558,all,noOutliers,sin_balanceo,MLP,pull,0.93,0.8656,457,False
231260558,all,noOutliers,sin_balanceo,MLP,push,0.875,0.8889,64,True
231260558,all,noOutliers,sin_balanceo,MLP,right,0.7287,0.7249,188,False
231260558,all,noOutliers,sin_balanceo,IBk_kNN,left,0.5492,0.6883,193,False
231260558,all,noOutliers,sin_balanceo,IBk_kNN,pull,0.884,0.7829,457,False
231260558,all,noOutliers,sin_balanceo,IBk_kNN,push,0.875,0.7778,64,True
231260558,all,noOutliers,sin_balanceo,IBk_kNN,right,0.5426,0.6375,188,False
231260558,all,noOutliers,sin_balanceo,RBFNetwork_aprox,left,0.6269,0.6505,193,False
231260558,all,noOutliers,sin_balanceo,RBFNetwork_aprox,pull,0.9322,0.8712,457,False
231260558,all,noOutliers,sin_balanceo,RBFNetwork_aprox,push,0.7031,0.9574,64,True
231260558,all,noOutliers,sin_balanceo,RBFNetwork_aprox,right,0.6755,0.7056,188,False
231260558,all,noOutliers,random_oversampling,SMO_SVM,left,0.6062,0.5177,193,False
231260558,all,noOutliers,random_oversampling,SMO_SVM,pull,0.8425,0.883,457,False
231260558,all,noOutliers,random_oversampling,SMO_SVM,push,0.8906,0.8382,64,True
231260558,all,noOutliers,random_oversampling,SMO_SVM,right,0.4574,0.5,188,False
231260558,all,noOutliers,random_oversampling,RandomForest,left,0.5544,0.7643,193,False
231260558,all,noOutliers,random_oversampling,RandomForest,pull,0.9453,0.7883,457,False
231260558,all,noOutliers,random_oversampling,RandomForest,push,0.8594,0.9483,64,True
231260558,all,noOutliers,random_oversampling,RandomForest,right,0.6543,0.7885,188,False
231260558,all,noOutliers,random_oversampling,MLP,left,0.5699,0.7051,193,False
231260558,all,noOutliers,random_oversampling,MLP,pull,0.9037,0.8844,457,False
231260558,all,noOutliers,random_oversampling,MLP,push,0.8906,0.8507,64,True
231260558,all,noOutliers,random_oversampling,MLP,right,0.7766,0.6887,188,False
231260558,all,noOutliers,random_oversampling,IBk_kNN,left,0.5233,0.6392,193,False
231260558,all,noOutliers,random_oversampling,IBk_kNN,pull,0.8753,0.7692,457,False
231260558,all,noOutliers,random_oversampling,IBk_kNN,push,0.8281,0.7794,64,True
231260558,all,noOutliers,random_oversampling,IBk_kNN,right,0.5266,0.6346,188,False
231260558,all,noOutliers,random_oversampling,RBFNetwork_aprox,left,0.6373,0.6613,193,False
231260558,all,noOutliers,random_oversampling,RBFNetwork_aprox,pull,0.9212,0.8663,457,False
231260558,all,noOutliers,random_oversampling,RBFNetwork_aprox,push,0.7188,0.9583,64,True
231260558,all,noOutliers,random_oversampling,RBFNetwork_aprox,right,0.6862,0.7088,188,False
231260558,all,noOutliers,class_weight_balanced,SMO_SVM,left,0.5751,0.5023,193,False
231260558,all,noOutliers,class_weight_balanced,SMO_SVM,pull,0.8446,0.8833,457,False
231260558,all,noOutliers,class_weight_balanced,SMO_SVM,push,0.8906,0.8769,64,True
231260558,all,noOutliers,class_weight_balanced,SMO_SVM,right,0.4734,0.4972,188,False
231260558,all,noOutliers,class_weight_balanced,RandomForest,left,0.487,0.8034,193,False
231260558,all,noOutliers,class_weight_balanced,RandomForest,pull,0.9672,0.7621,457,False
231260558,all,noOutliers,class_weight_balanced,RandomForest,push,0.8594,0.8594,64,True
231260558,all,noOutliers,class_weight_balanced,RandomForest,right,0.6223,0.8298,188,False
231260558,all,noOutliers,class_weight_balanced,RBFNetwork_aprox,left,0.6477,0.625,193,False
231260558,all,noOutliers,class_weight_balanced,RBFNetwork_aprox,pull,0.9037,0.8863,457,False
231260558,all,noOutliers,class_weight_balanced,RBFNetwork_aprox,push,0.7344,0.9592,64,True
231260558,all,noOutliers,class_weight_balanced,RBFNetwork_aprox,right,0.6915,0.6952,188,False
231260558,all,noOutliers,smote,SMO_SVM,left,0.6062,0.5342,193,False
231260558,all,noOutliers,smote,SMO_SVM,pull,0.8425,0.879,457,False
231260558,all,noOutliers,smote,SMO_SVM,push,0.8906,0.8382,64,True
231260558,all,noOutliers,smote,SMO_SVM,right,0.4894,0.5198,188,False
231260558,all,noOutliers,smote,RandomForest,left,0.5959,0.6609,193,False
231260558,all,noOutliers,smote,RandomForest,pull,0.895,0.818,457,False
231260558,all,noOutliers,smote,RandomForest,push,0.8594,0.9016,64,True
231260558,all,noOutliers,smote,RandomForest,right,0.6702,0.7545,188,False
231260558,all,noOutliers,smote,MLP,left,0.5596,0.6708,193,False
231260558,all,noOutliers,smote,MLP,pull,0.8972,0.8874,457,False
231260558,all,noOutliers,smote,MLP,push,0.875,0.8358,64,True
231260558,all,noOutliers,smote,MLP,right,0.75,0.6651,188,False
231260558,all,noOutliers,smote,IBk_kNN,left,0.6062,0.5519,193,False
231260558,all,noOutliers,smote,IBk_kNN,pull,0.7746,0.8592,457,False
231260558,all,noOutliers,smote,IBk_kNN,push,0.8438,0.7013,64,True
231260558,all,noOutliers,smote,IBk_kNN,right,0.617,0.5771,188,False
231260558,all,noOutliers,smote,RBFNetwork_aprox,left,0.6166,0.6761,193,False
231260558,all,noOutliers,smote,RBFNetwork_aprox,pull,0.9234,0.8457,457,False
231260558,all,noOutliers,smote,RBFNetwork_aprox,push,0.7188,0.9583,64,True
231260558,all,noOutliers,smote,RBFNetwork_aprox,right,0.6702,0.7039,188,False
231260558,all,noOutliers,smote_tomek,SMO_SVM,left,0.5803,0.5234,193,False
231260558,all,noOutliers,smote_tomek,SMO_SVM,pull,0.8359,0.8721,457,False
231260558,all,noOutliers,smote_tomek,SMO_SVM,push,0.8906,0.8382,64,True
231260558,all,noOutliers,smote_tomek,SMO_SVM,right,0.5,0.5165,188,False
231260558,all,noOutliers,smote_tomek,RandomForest,left,0.5855,0.6494,193,False
231260558,all,noOutliers,smote_tomek,RandomForest,pull,0.9015,0.8158,457,False
231260558,all,noOutliers,smote_tomek,RandomForest,push,0.8594,0.9016,64,True
231260558,all,noOutliers,smote_tomek,RandomForest,right,0.617,0.716,188,False
231260558,all,noOutliers,smote_tomek,MLP,left,0.5648,0.6899,193,False
231260558,all,noOutliers,smote_tomek,MLP,pull,0.9059,0.8903,457,False
231260558,all,noOutliers,smote_tomek,MLP,push,0.8906,0.8507,64,True
231260558,all,noOutliers,smote_tomek,MLP,right,0.75,0.6651,188,False
231260558,all,noOutliers,smote_tomek,IBk_kNN,left,0.6062,0.5519,193,False
231260558,all,noOutliers,smote_tomek,IBk_kNN,pull,0.7746,0.8592,457,False
231260558,all,noOutliers,smote_tomek,IBk_kNN,push,0.8438,0.7013,64,True
231260558,all,noOutliers,smote_tomek,IBk_kNN,right,0.617,0.5771,188,False
231260558,all,noOutliers,smote_tomek,RBFNetwork_aprox,left,0.6166,0.6648,193,False
231260558,all,noOutliers,smote_tomek,RBFNetwork_aprox,pull,0.9212,0.8488,457,False
231260558,all,noOutliers,smote_tomek,RBFNetwork_aprox,push,0.7188,0.9583,64,True
231260558,all,noOutliers,smote_tomek,RBFNetwork_aprox,right,0.6702,0.7039,188,False
231260558,all,noOutliers,random_undersampling_controlado,SMO_SVM,left,0.5648,0.545,193,False
231260558,all,noOutliers,random_undersampling_controlado,SMO_SVM,pull,0.8118,0.8791,457,False
231260558,all,noOutliers,random_undersampling_controlado,SMO_SVM,push,0.9062,0.8056,64,True
231260558,all,noOutliers,random_undersampling_controlado,SMO_SVM,right,0.5745,0.5192,188,False
231260558,all,noOutliers,random_undersampling_controlado,RandomForest,left,0.6373,0.6029,193,False
231260558,all,noOutliers,random_undersampling_controlado,RandomForest,pull,0.8009,0.8632,457,False
231260558,all,noOutliers,random_undersampling_controlado,RandomForest,push,0.8594,0.8462,64,True
231260558,all,noOutliers,random_undersampling_controlado,RandomForest,right,0.7074,0.6364,188,False
231260558,all,noOutliers,random_undersampling_controlado,MLP,left,0.6528,0.6923,193,False
231260558,all,noOutliers,random_undersampling_controlado,MLP,pull,0.8753,0.8949,457,False
231260558,all,noOutliers,random_undersampling_controlado,MLP,push,0.875,0.8485,64,True
231260558,all,noOutliers,random_undersampling_controlado,MLP,right,0.7447,0.6763,188,False
231260558,all,noOutliers,random_undersampling_controlado,IBk_kNN,left,0.5648,0.5707,193,False
231260558,all,noOutliers,random_undersampling_controlado,IBk_kNN,pull,0.7812,0.8132,457,False
231260558,all,noOutliers,random_undersampling_controlado,IBk_kNN,push,0.8906,0.6706,64,True
231260558,all,noOutliers,random_undersampling_controlado,IBk_kNN,right,0.5851,0.5882,188,False
231260558,all,noOutliers,random_undersampling_controlado,RBFNetwork_aprox,left,0.7098,0.6089,193,False
231260558,all,noOutliers,random_undersampling_controlado,RBFNetwork_aprox,pull,0.8665,0.9103,457,False
231260558,all,noOutliers,random_undersampling_controlado,RBFNetwork_aprox,push,0.7656,0.9608,64,True
231260558,all,noOutliers,random_undersampling_controlado,RBFNetwork_aprox,right,0.6915,0.6806,188,False
252260554,all,noOutliers,sin_balanceo,SMO_SVM,left,0.8125,0.8025,240,False
252260554,all,noOutliers,sin_balanceo,SMO_SVM,pull,0.6,0.3934,40,True
252260554,all,noOutliers,sin_balanceo,SMO_SVM,push,0.7773,0.8497,211,False
252260554,all,noOutliers,sin_balanceo,SMO_SVM,right,0.2553,0.2927,47,False
252260554,all,noOutliers,sin_balanceo,RandomForest,left,0.8833,0.7465,240,False
252260554,all,noOutliers,sin_balanceo,RandomForest,pull,0.05,0.25,40,True
252260554,all,noOutliers,sin_balanceo,RandomForest,push,0.8815,0.7561,211,False
252260554,all,noOutliers,sin_balanceo,RandomForest,right,0.0,0.0,47,False
252260554,all,noOutliers,sin_balanceo,MLP,left,0.8583,0.7384,240,False
252260554,all,noOutliers,sin_balanceo,MLP,pull,0.075,0.0938,40,True
252260554,all,noOutliers,sin_balanceo,MLP,push,0.7867,0.7793,211,False
252260554,all,noOutliers,sin_balanceo,MLP,right,0.1064,0.3571,47,False
252260554,all,noOutliers,sin_balanceo,IBk_kNN,left,0.725,0.7342,240,False
252260554,all,noOutliers,sin_balanceo,IBk_kNN,pull,0.45,0.2609,40,True
252260554,all,noOutliers,sin_balanceo,IBk_kNN,push,0.6967,0.7861,211,False
252260554,all,noOutliers,sin_balanceo,IBk_kNN,right,0.2766,0.2889,47,False
252260554,all,noOutliers,sin_balanceo,RBFNetwork_aprox,left,0.9042,0.7356,240,False
252260554,all,noOutliers,sin_balanceo,RBFNetwork_aprox,pull,0.075,0.2727,40,True
252260554,all,noOutliers,sin_balanceo,RBFNetwork_aprox,push,0.8815,0.8017,211,False
252260554,all,noOutliers,sin_balanceo,RBFNetwork_aprox,right,0.0,0.0,47,False
252260554,all,noOutliers,random_oversampling,SMO_SVM,left,0.8208,0.7912,240,False
252260554,all,noOutliers,random_oversampling,SMO_SVM,pull,0.55,0.3729,40,True
252260554,all,noOutliers,random_oversampling,SMO_SVM,push,0.7678,0.8663,211,False
252260554,all,noOutliers,random_oversampling,SMO_SVM,right,0.2553,0.2791,47,False
252260554,all,noOutliers,random_oversampling,RandomForest,left,0.8708,0.7438,240,False
252260554,all,noOutliers,random_oversampling,RandomForest,pull,0.05,0.1818,40,True
252260554,all,noOutliers,random_oversampling,RandomForest,push,0.8531,0.7407,211,False
252260554,all,noOutliers,random_oversampling,RandomForest,right,0.0426,0.6667,47,False
252260554,all,noOutliers,random_oversampling,MLP,left,0.8333,0.7576,240,False
252260554,all,noOutliers,random_oversampling,MLP,pull,0.35,0.28,40,True
252260554,all,noOutliers,random_oversampling,MLP,push,0.7536,0.8196,211,False
252260554,all,noOutliers,random_oversampling,MLP,right,0.2553,0.4,47,False
252260554,all,noOutliers,random_oversampling,IBk_kNN,left,0.725,0.728,240,False
252260554,all,noOutliers,random_oversampling,IBk_kNN,pull,0.45,0.24,40,True
252260554,all,noOutliers,random_oversampling,IBk_kNN,push,0.6635,0.7821,211,False
252260554,all,noOutliers,random_oversampling,IBk_kNN,right,0.2766,0.2889,47,False
252260554,all,noOutliers,random_oversampling,RBFNetwork_aprox,left,0.8833,0.7626,240,False
252260554,all,noOutliers,random_oversampling,RBFNetwork_aprox,pull,0.125,0.2174,40,True
252260554,all,noOutliers,random_oversampling,RBFNetwork_aprox,push,0.8436,0.7876,211,False
252260554,all,noOutliers,random_oversampling,RBFNetwork_aprox,right,0.1064,0.4545,47,False
252260554,all,noOutliers,class_weight_balanced,SMO_SVM,left,0.8125,0.8025,240,False
252260554,all,noOutliers,class_weight_balanced,SMO_SVM,pull,0.6,0.3934,40,True
252260554,all,noOutliers,class_weight_balanced,SMO_SVM,push,0.7773,0.8497,211,False
252260554,all,noOutliers,class_weight_balanced,SMO_SVM,right,0.2553,0.2927,47,False
252260554,all,noOutliers,class_weight_balanced,RandomForest,left,0.8625,0.7314,240,False
252260554,all,noOutliers,class_weight_balanced,RandomForest,pull,0.0,0.0,40,True
252260554,all,noOutliers,class_weight_balanced,RandomForest,push,0.872,0.736,211,False
252260554,all,noOutliers,class_weight_balanced,RandomForest,right,0.0213,1.0,47,False
252260554,all,noOutliers,class_weight_balanced,RBFNetwork_aprox,left,0.8708,0.7572,240,False
252260554,all,noOutliers,class_weight_balanced,RBFNetwork_aprox,pull,0.225,0.3462,40,True
252260554,all,noOutliers,class_weight_balanced,RBFNetwork_aprox,push,0.8436,0.8091,211,False
252260554,all,noOutliers,class_weight_balanced,RBFNetwork_aprox,right,0.1277,0.375,47,False
252260554,all,noOutliers,smote,SMO_SVM,left,0.8167,0.7935,240,False
252260554,all,noOutliers,smote,SMO_SVM,pull,0.575,0.4035,40,True
252260554,all,noOutliers,smote,SMO_SVM,push,0.7867,0.8513,211,False
252260554,all,noOutliers,smote,SMO_SVM,right,0.2553,0.3077,47,False
252260554,all,noOutliers,smote,RandomForest,left,0.8667,0.7647,240,False
252260554,all,noOutliers,smote,RandomForest,pull,0.1,0.2105,40,True
252260554,all,noOutliers,smote,RandomForest,push,0.872,0.7541,211,False
252260554,all,noOutliers,smote,RandomForest,right,0.0638,1.0,47,False
252260554,all,noOutliers,smote,MLP,left,0.8042,0.7659,240,False
252260554,all,noOutliers,smote,MLP,pull,0.4,0.3137,40,True
252260554,all,noOutliers,smote,MLP,push,0.7488,0.8103,211,False
252260554,all,noOutliers,smote,MLP,right,0.2979,0.35,47,False
252260554,all,noOutliers,smote,IBk_kNN,left,0.5417,0.7558,240,False
252260554,all,noOutliers,smote,IBk_kNN,pull,0.575,0.1901,40,True
252260554,all,noOutliers,smote,IBk_kNN,push,0.5877,0.7949,211,False
252260554,all,noOutliers,smote,IBk_kNN,right,0.5106,0.2697,47,False
252260554,all,noOutliers,smote,RBFNetwork_aprox,left,0.875,0.7554,240,False
252260554,all,noOutliers,smote,RBFNetwork_aprox,pull,0.125,0.2174,40,True
252260554,all,noOutliers,smote,RBFNetwork_aprox,push,0.8436,0.7946,211,False
252260554,all,noOutliers,smote,RBFNetwork_aprox,right,0.1064,0.3846,47,False
252260554,all,noOutliers,smote_tomek,SMO_SVM,left,0.8167,0.7903,240,False
252260554,all,noOutliers,smote_tomek,SMO_SVM,pull,0.575,0.3898,40,True
252260554,all,noOutliers,smote_tomek,SMO_SVM,push,0.782,0.8505,211,False
252260554,all,noOutliers,smote_tomek,SMO_SVM,right,0.234,0.2973,47,False
252260554,all,noOutliers,smote_tomek,RandomForest,left,0.85,0.7727,240,False
252260554,all,noOutliers,smote_tomek,RandomForest,pull,0.05,0.1333,40,True
252260554,all,noOutliers,smote_tomek,RandomForest,push,0.8815,0.741,211,False
252260554,all,noOutliers,smote_tomek,RandomForest,right,0.0851,0.5,47,False
