sujeto,movimiento,variante_limpieza,estrategia_balanceo,modelo,clase,recall,precision,soporte,minoritaria
212260569,all,sinArtefactosConservador,random_oversampling,MLP,left,0.88,0.8627,50,False
212260569,all,sinArtefactosConservador,random_oversampling,MLP,pull,0.3846,0.7143,13,True
212260569,all,sinArtefactosConservador,random_oversampling,MLP,push,0.9701,0.9028,67,False
212260569,all,sinArtefactosConservador,random_oversampling,IBk_kNN,left,0.88,0.7857,50,False
212260569,all,sinArtefactosConservador,random_oversampling,IBk_kNN,pull,0.3846,0.7143,13,True
212260569,all,sinArtefactosConservador,random_oversampling,IBk_kNN,push,0.8955,0.8955,67,False
212260569,all,sinArtefactosConservador,random_oversampling,RBFNetwork_aprox,left,0.86,0.7167,50,False
212260569,all,sinArtefactosConservador,random_oversampling,RBFNetwork_aprox,pull,0.3077,1.0,13,True
212260569,all,sinArtefactosConservador,random_oversampling,RBFNetwork_aprox,push,0.8507,0.8636,67,False
212260569,all,sinArtefactosConservador,class_weight_balanced,SMO_SVM,left,0.84,0.8571,50,False
212260569,all,sinArtefactosConservador,class_weight_balanced,SMO_SVM,pull,0.4615,0.8571,13,True
212260569,all,sinArtefactosConservador,class_weight_balanced,SMO_SVM,push,0.9552,0.8649,67,False
212260569,all,sinArtefactosConservador,class_weight_balanced,RandomForest,left,0.86,0.8269,50,False
212260569,all,sinArtefactosConservador,class_weight_balanced,RandomForest,pull,0.1538,1.0,13,True
212260569,all,sinArtefactosConservador,class_weight_balanced,RandomForest,push,0.9403,0.8289,67,False
212260569,all,sinArtefactosConservador,class_weight_balanced,RBFNetwork_aprox,left,0.88,0.7097,50,False
212260569,all,sinArtefactosConservador,class_weight_balanced,RBFNetwork_aprox,pull,0.3846,1.0,13,True
212260569,all,sinArtefactosConservador,class_weight_balanced,RBFNetwork_aprox,push,0.8358,0.8889,67,False
212260569,all,sinArtefactosConservador,random_undersampling_controlado,SMO_SVM,left,0.86,0.7288,50,False
212260569,all,sinArtefactosConservador,random_undersampling_controlado,SMO_SVM,pull,0.4615,0.24,13,True
212260569,all,sinArtefactosConservador,random_undersampling_controlado,SMO_SVM,push,0.6866,1.0,67,False
212260569,all,sinArtefactosConservador,random_undersampling_controlado,RandomForest,left,0.74,0.6491,50,False
212260569,all,sinArtefactosConservador,random_undersampling_controlado,RandomForest,pull,0.3077,0.2353,13,True
212260569,all,sinArtefactosConservador,random_undersampling_controlado,RandomForest,push,0.7015,0.8393,67,False
212260569,all,sinArtefactosConservador,random_undersampling_controlado,MLP,left,0.82,0.7193,50,False
212260569,all,sinArtefactosConservador,random_undersampling_controlado,MLP,pull,0.4615,0.2222,13,True
212260569,all,sinArtefactosConservador,random_undersampling_controlado,MLP,push,0.6716,0.9783,67,False
212260569,all,sinArtefactosConservador,random_undersampling_controlado,IBk_kNN,left,0.74,0.6607,50,False
212260569,all,sinArtefactosConservador,random_undersampling_controlado,IBk_kNN,pull,0.4615,0.2222,13,True
212260569,all,sinArtefactosConservador,random_undersampling_controlado,IBk_kNN,push,0.6269,0.8936,67,False
212260569,all,sinArtefactosConservador,random_undersampling_controlado,RBFNetwork_aprox,left,0.9,0.5357,50,False
212260569,all,sinArtefactosConservador,random_undersampling_controlado,RBFNetwork_aprox,pull,0.1538,1.0,13,True
212260569,all,sinArtefactosConservador,random_undersampling_controlado,RBFNetwork_aprox,push,0.5821,0.8864,67,False
212260666,all,noOutliers,sin_balanceo,SMO_SVM,left,0.4375,0.7,16,True
212260666,all,noOutliers,sin_balanceo,SMO_SVM,pull,0.8644,0.816,118,False
212260666,all,noOutliers,sin_balanceo,SMO_SVM,push,0.4138,0.48,29,False
212260666,all,noOutliers,sin_balanceo,SMO_SVM,right,0.7222,0.6667,36,False
212260666,all,noOutliers,sin_balanceo,RandomForest,left,0.25,0.6667,16,True
212260666,all,noOutliers,sin_balanceo,RandomForest,pull,0.9576,0.729,118,False
212260666,all,noOutliers,sin_balanceo,RandomForest,push,0.069,0.6667,29,False
212260666,all,noOutliers,sin_balanceo,RandomForest,right,0.5833,0.6,36,False
212260666,all,noOutliers,sin_balanceo,MLP,left,0.4375,0.7778,16,True
212260666,all,noOutliers,sin_balanceo,MLP,pull,0.8644,0.7234,118,False
212260666,all,noOutliers,sin_balanceo,MLP,push,0.2069,0.6667,29,False
212260666,all,noOutliers,sin_balanceo,MLP,right,0.5556,0.5,36,False
212260666,all,noOutliers,sin_balanceo,IBk_kNN,left,0.75,0.6316,16,True
212260666,all,noOutliers,sin_balanceo,IBk_kNN,pull,0.7627,0.7759,118,False
212260666,all,noOutliers,sin_balanceo,IBk_kNN,push,0.2414,0.4118,29,False
212260666,all,noOutliers,sin_balanceo,IBk_kNN,right,0.6111,0.4681,36,False
212260666,all,noOutliers,sin_balanceo,RBFNetwork_aprox,left,0.0625,0.3333,16,True
212260666,all,noOutliers,sin_balanceo,RBFNetwork_aprox,pull,0.9237,0.6606,118,False
212260666,all,noOutliers,sin_balanceo,RBFNetwork_aprox,push,0.069,1.0,29,False
212260666,all,noOutliers,sin_balanceo,RBFNetwork_aprox,right,0.3611,0.4483,36,False
212260666,all,noOutliers,random_oversampling,SMO_SVM,left,0.375,0.5,16,True
212260666,all,noOutliers,random_oversampling,SMO_SVM,pull,0.8983,0.8413,118,False
212260666,all,noOutliers,random_oversampling,SMO_SVM,push,0.4483,0.5909,29,False
212260666,all,noOutliers,random_oversampling,SMO_SVM,right,0.6944,0.641,36,False
212260666,all,noOutliers,random_oversampling,RandomForest,left,0.3125,0.3846,16,True
212260666,all,noOutliers,random_oversampling,RandomForest,pull,0.9915,0.7647,118,False
212260666,all,noOutliers,random_oversampling,RandomForest,push,0.1034,0.75,29,False
212260666,all,noOutliers,random_oversampling,RandomForest,right,0.5278,0.6552,36,False
212260666,all,noOutliers,random_oversampling,MLP,left,0.75,0.7059,16,True
212260666,all,noOutliers,random_oversampling,MLP,pull,0.8305,0.7903,118,False
212260666,all,noOutliers,random_oversampling,MLP,push,0.2759,0.6667,29,False
212260666,all,noOutliers,random_oversampling,MLP,right,0.6667,0.5217,36,False
212260666,all,noOutliers,random_oversampling,IBk_kNN,left,0.75,0.6,16,True
212260666,all,noOutliers,random_oversampling,IBk_kNN,pull,0.7542,0.7739,118,False
212260666,all,noOutliers,random_oversampling,IBk_kNN,push,0.2414,0.4667,29,False
212260666,all,noOutliers,random_oversampling,IBk_kNN,right,0.6111,0.449,36,False
212260666,all,noOutliers,random_oversampling,RBFNetwork_aprox,left,0.4375,0.7,16,True
212260666,all,noOutliers,random_oversampling,RBFNetwork_aprox,pull,0.9068,0.7431,118,False
212260666,all,noOutliers,random_oversampling,RBFNetwork_aprox,push,0.2069,0.6667,29,False
212260666,all,noOutliers,random_oversampling,RBFNetwork_aprox,right,0.5,0.5,36,False
212260666,all,noOutliers,class_weight_balanced,SMO_SVM,left,0.4375,0.7,16,True
212260666,all,noOutliers,class_weight_balanced,SMO_SVM,pull,0.8644,0.816,118,False
212260666,all,noOutliers,class_weight_balanced,SMO_SVM,push,0.4138,0.48,29,False
212260666,all,noOutliers,class_weight_balanced,SMO_SVM,right,0.7222,0.6667,36,False
212260666,all,noOutliers,class_weight_balanced,RandomForest,left,0.3125,0.4545,16,True
212260666,all,noOutliers,class_weight_balanced,RandomForest,pull,0.9915,0.7178,118,False
212260666,all,noOutliers,class_weight_balanced,RandomForest,push,0.069,0.6667,29,False
212260666,all,noOutliers,class_weight_balanced,RandomForest,right,0.4167,0.6818,36,False
212260666,all,noOutliers,class_weight_balanced,RBFNetwork_aprox,left,0.0625,0.2,16,True
212260666,all,noOutliers,class_weight_balanced,RBFNetwork_aprox,pull,0.8559,0.7214,118,False
212260666,all,noOutliers,class_weight_balanced,RBFNetwork_aprox,push,0.2069,0.5455,29,False
212260666,all,noOutliers,class_weight_balanced,RBFNetwork_aprox,right,0.5556,0.4651,36,False
212260666,all,noOutliers,smote,SMO_SVM,left,0.5,0.5714,16,True
212260666,all,noOutliers,smote,SMO_SVM,pull,0.8898,0.8607,118,False
212260666,all,noOutliers,smote,SMO_SVM,push,0.4483,0.5652,29,False
212260666,all,noOutliers,smote,SMO_SVM,right,0.7222,0.65,36,False
212260666,all,noOutliers,smote,RandomForest,left,0.3125,0.3571,16,True
212260666,all,noOutliers,smote,RandomForest,pull,0.9746,0.7667,118,False
212260666,all,noOutliers,smote,RandomForest,push,0.1724,0.625,29,False
212260666,all,noOutliers,smote,RandomForest,right,0.5556,0.7407,36,False
212260666,all,noOutliers,smote,MLP,left,0.625,0.8333,16,True
212260666,all,noOutliers,smote,MLP,pull,0.8475,0.7752,118,False
212260666,all,noOutliers,smote,MLP,push,0.2759,0.6154,29,False
212260666,all,noOutliers,smote,MLP,right,0.6389,0.5111,36,False
212260666,all,noOutliers,smote,IBk_kNN,left,0.75,0.6,16,True
212260666,all,noOutliers,smote,IBk_kNN,pull,0.6864,0.8438,118,False
212260666,all,noOutliers,smote,IBk_kNN,push,0.2414,0.4667,29,False
212260666,all,noOutliers,smote,IBk_kNN,right,0.7778,0.4118,36,False
212260666,all,noOutliers,smote,RBFNetwork_aprox,left,0.375,0.8571,16,True
212260666,all,noOutliers,smote,RBFNetwork_aprox,pull,0.9153,0.7606,118,False
212260666,all,noOutliers,smote,RBFNetwork_aprox,push,0.2069,0.75,29,False
212260666,all,noOutliers,smote,RBFNetwork_aprox,right,0.6389,0.5476,36,False
212260666,all,noOutliers,smote_tomek,SMO_SVM,left,0.4375,0.5833,16,True
212260666,all,noOutliers,smote_tomek,SMO_SVM,pull,0.8814,0.8455,118,False
212260666,all,noOutliers,smote_tomek,SMO_SVM,push,0.4483,0.5652,29,False
212260666,all,noOutliers,smote_tomek,SMO_SVM,right,0.7222,0.6341,36,False
212260666,all,noOutliers,smote_tomek,RandomForest,left,0.375,0.4286,16,True
212260666,all,noOutliers,smote_tomek,RandomForest,pull,0.9746,0.7566,118,False
212260666,all,noOutliers,smote_tomek,RandomForest,push,0.1724,0.625,29,False
212260666,all,noOutliers,smote_tomek,RandomForest,right,0.5556,0.8,36,False
212260666,all,noOutliers,smote_tomek,MLP,left,0.625,0.8333,16,True
212260666,all,noOutliers,smote_tomek,MLP,pull,0.8305,0.7717,118,False
212260666,all,noOutliers,smote_tomek,MLP,push,0.2759,0.6154,29,False
212260666,all,noOutliers,smote_tomek,MLP,right,0.6389,0.4894,36,False
212260666,all,noOutliers,smote_tomek,IBk_kNN,left,0.75,0.6,16,True
212260666,all,noOutliers,smote_tomek,IBk_kNN,pull,0.6864,0.8351,118,False
212260666,all,noOutliers,smote_tomek,IBk_kNN,push,0.2414,0.4667,29,False
212260666,all,noOutliers,smote_tomek,IBk_kNN,right,0.7778,0.4179,36,False
212260666,all,noOutliers,smote_tomek,RBFNetwork_aprox,left,0.375,0.8571,16,True
212260666,all,noOutliers,smote_tomek,RBFNetwork_aprox,pull,0.9153,0.7606,118,False
212260666,all,noOutliers,smote_tomek,RBFNetwork_aprox,push,0.2069,0.75,29,False
212260666,all,noOutliers,smote_tomek,RBFNetwork_aprox,right,0.6389,0.5476,36,False
212260666,all,noOutliers,random_undersampling_controlado,SMO_SVM,left,0.5625,0.2647,16,True
212260666,all,noOutliers,random_undersampling_controlado,SMO_SVM,pull,0.5339,0.875,118,False
212260666,all,noOutliers,random_undersampling_controlado,SMO_SVM,push,0.5517,0.4,29,False
212260666,all,noOutliers,random_undersampling_controlado,SMO_SVM,right,0.75,0.5094,36,False
212260666,all,noOutliers,random_undersampling_controlado,RandomForest,left,0.5,0.381,16,True
212260666,all,noOutliers,random_undersampling_controlado,RandomForest,pull,0.7458,0.7788,118,False
212260666,all,noOutliers,random_undersampling_controlado,RandomForest,push,0.3448,0.2778,29,False
212260666,all,noOutliers,random_undersampling_controlado,RandomForest,right,0.5556,0.6897,36,False
212260666,all,noOutliers,random_undersampling_controlado,MLP,left,0.625,0.2703,16,True
212260666,all,noOutliers,random_undersampling_controlado,MLP,pull,0.5847,0.7841,118,False
212260666,all,noOutliers,random_undersampling_controlado,MLP,push,0.3103,0.4091,29,False
212260666,all,noOutliers,random_undersampling_controlado,MLP,right,0.6389,0.4423,36,False
212260666,all,noOutliers,random_undersampling_controlado,IBk_kNN,left,0.75,0.3158,16,True
212260666,all,noOutliers,random_undersampling_controlado,IBk_kNN,pull,0.3898,0.8846,118,False
212260666,all,noOutliers,random_undersampling_controlado,IBk_kNN,push,0.3103,0.2647,29,False
212260666,all,noOutliers,random_undersampling_controlado,IBk_kNN,right,0.8333,0.4,36,False
212260666,all,noOutliers,random_undersampling_controlado,RBFNetwork_aprox,left,0.4375,0.4375,16,True
212260666,all,noOutliers,random_undersampling_controlado,RBFNetwork_aprox,pull,0.7119,0.7778,118,False
212260666,all,noOutliers,random_undersampling_controlado,RBFNetwork_aprox,push,0.3448,0.4167,29,False
212260666,all,noOutliers,random_undersampling_controlado,RBFNetwork_aprox,right,0.6944,0.4902,36,False
212260666,all,sinArtefactosConservador,sin_balanceo,SMO_SVM,left,0.8125,0.619,16,False
212260666,all,sinArtefactosConservador,sin_balanceo,SMO_SVM,pull,0.5846,0.7917,65,False
212260666,all,sinArtefactosConservador,sin_balanceo,SMO_SVM,push,0.5833,0.4667,12,True
212260666,all,sinArtefactosConservador,sin_balanceo,SMO_SVM,right,0.7667,0.5897,30,False
212260666,all,sinArtefactosConservador,sin_balanceo,RandomForest,left,0.6875,0.6471,16,False
212260666,all,sinArtefactosConservador,sin_balanceo,RandomForest,pull,0.8769,0.7808,65,False
212260666,all,sinArtefactosConservador,sin_balanceo,RandomForest,push,0.5,0.6667,12,True
212260666,all,sinArtefactosConservador,sin_balanceo,RandomForest,right,0.7667,0.9583,30,False
212260666,all,sinArtefactosConservador,sin_balanceo,MLP,left,0.8125,0.65,16,False
212260666,all,sinArtefactosConservador,sin_balanceo,MLP,pull,0.5385,0.7447,65,False
212260666,all,sinArtefactosConservador,sin_balanceo,MLP,push,0.5833,0.4375,12,True
212260666,all,sinArtefactosConservador,sin_balanceo,MLP,right,0.7333,0.55,30,False
212260666,all,sinArtefactosConservador,sin_balanceo,IBk_kNN,left,0.8125,0.6842,16,False
212260666,all,sinArtefactosConservador,sin_balanceo,IBk_kNN,pull,0.6,0.8125,65,False
212260666,all,sinArtefactosConservador,sin_balanceo,IBk_kNN,push,0.5,0.4,12,True
212260666,all,sinArtefactosConservador,sin_balanceo,IBk_kNN,right,0.8333,0.6098,30,False
212260666,all,sinArtefactosConservador,sin_balanceo,RBFNetwork_aprox,left,0.4375,1.0,16,False
212260666,all,sinArtefactosConservador,sin_balanceo,RBFNetwork_aprox,pull,0.7692,0.6579,65,False
212260666,all,sinArtefactosConservador,sin_balanceo,RBFNetwork_aprox,push,0.4167,1.0,12,True
212260666,all,sinArtefactosConservador,sin_balanceo,RBFNetwork_aprox,right,0.5667,0.4857,30,False
212260666,all,sinArtefactosConservador,random_oversampling,SMO_SVM,left,0.8125,0.619,16,False
212260666,all,sinArtefactosConservador,random_oversampling,SMO_SVM,pull,0.5385,0.7609,65,False
212260666,all,sinArtefactosConservador,random_oversampling,SMO_SVM,push,0.5,0.4286,12,True
212260666,all,sinArtefactosConservador,random_oversampling,SMO_SVM,right,0.7667,0.5476,30,False
212260666,all,sinArtefactosConservador,random_oversampling,RandomForest,left,0.625,0.625,16,False
212260666,all,sinArtefactosConservador,random_oversampling,RandomForest,pull,0.8769,0.76,65,False
212260666,all,sinArtefactosConservador,random_oversampling,RandomForest,push,0.5,0.75,12,True
212260666,all,sinArtefactosConservador,random_oversampling,RandomForest,right,0.8,1.0,30,False
212260666,all,sinArtefactosConservador,random_oversampling,MLP,left,0.8125,0.65,16,False
212260666,all,sinArtefactosConservador,random_oversampling,MLP,pull,0.6154,0.7843,65,False
212260666,all,sinArtefactosConservador,random_oversampling,MLP,push,0.5,0.3529,12,True
212260666,all,sinArtefactosConservador,random_oversampling,MLP,right,0.7333,0.6286,30,False
212260666,all,sinArtefactosConservador,random_oversampling,IBk_kNN,left,0.8125,0.6842,16,False
212260666,all,sinArtefactosConservador,random_oversampling,IBk_kNN,pull,0.5385,0.814,65,False
212260666,all,sinArtefactosConservador,random_oversampling,IBk_kNN,push,0.5,0.375,12,True
212260666,all,sinArtefactosConservador,random_oversampling,IBk_kNN,right,0.8667,0.5778,30,False
212260666,all,sinArtefactosConservador,random_oversampling,RBFNetwork_aprox,left,0.6875,0.9167,16,False
212260666,all,sinArtefactosConservador,random_oversampling,RBFNetwork_aprox,pull,0.7846,0.6892,65,False
212260666,all,sinArtefactosConservador,random_oversampling,RBFNetwork_aprox,push,0.4167,1.0,12,True
212260666,all,sinArtefactosConservador,random_oversampling,RBFNetwork_aprox,right,0.6,0.5625,30,False
212260666,all,sinArtefactosConservador,class_weight_balanced,SMO_SVM,left,0.8125,0.619,16,False
212260666,all,sinArtefactosConservador,class_weight_balanced,SMO_SVM,pull,0.5846,0.7917,65,False
212260666,all,sinArtefactosConservador,class_weight_balanced,SMO_SVM,push,0.5833,0.4667,12,True
212260666,all,sinArtefactosConservador,class_weight_balanced,SMO_SVM,right,0.7667,0.5897,30,False
212260666,all,sinArtefactosConservador,class_weight_balanced,RandomForest,left,0.5625,0.6,16,False
212260666,all,sinArtefactosConservador,class_weight_balanced,RandomForest,pull,0.8923,0.7342,65,False
212260666,all,sinArtefactosConservador,class_weight_balanced,RandomForest,push,0.5,0.8571,12,True
212260666,all,sinArtefactosConservador,class_weight_balanced,RandomForest,right,0.7333,1.0,30,False
212260666,all,sinArtefactosConservador,class_weight_balanced,RBFNetwork_aprox,left,0.625,0.9091,16,False
212260666,all,sinArtefactosConservador,class_weight_balanced,RBFNetwork_aprox,pull,0.7231,0.6812,65,False
212260666,all,sinArtefactosConservador,class_weight_balanced,RBFNetwork_aprox,push,0.4167,1.0,12,True
212260666,all,sinArtefactosConservador,class_weight_balanced,RBFNetwork_aprox,right,0.6,0.4737,30,False
212260666,all,sinArtefactosConservador,smote,SMO_SVM,left,0.8125,0.619,16,False
212260666,all,sinArtefactosConservador,smote,SMO_SVM,pull,0.5385,0.7609,65,False
212260666,all,sinArtefactosConservador,smote,SMO_SVM,push,0.5,0.4286,12,True
212260666,all,sinArtefactosConservador,smote,SMO_SVM,right,0.7667,0.5476,30,False
212260666,all,sinArtefactosConservador,smote,RandomForest,left,0.625,0.625,16,False
212260666,all,sinArtefactosConservador,smote,RandomForest,pull,0.8308,0.75,65,False
212260666,all,sinArtefactosConservador,smote,RandomForest,push,0.5,0.5455,12,True
212260666,all,sinArtefactosConservador,smote,RandomForest,right,0.8,1.0,30,False
212260666,all,sinArtefactosConservador,smote,MLP,left,0.6875,0.6111,16,False
212260666,all,sinArtefactosConservador,smote,MLP,pull,0.5846,0.76,65,False
212260666,all,sinArtefactosConservador,smote,MLP,push,0.5833,0.3333,12,True
212260666,all,sinArtefactosConservador,smote,MLP,right,0.7333,0.6471,30,False
212260666,all,sinArtefactosConservador,smote,IBk_kNN,left,0.8125,0.619,16,False
212260666,all,sinArtefactosConservador,smote,IBk_kNN,pull,0.5231,0.8293,65,False
212260666,all,sinArtefactosConservador,smote,IBk_kNN,push,0.5833,0.35,12,True
212260666,all,sinArtefactosConservador,smote,IBk_kNN,right,0.8667,0.6341,30,False
212260666,all,sinArtefactosConservador,smote,RBFNetwork_aprox,left,0.625,0.9091,16,False
212260666,all,sinArtefactosConservador,smote,RBFNetwork_aprox,pull,0.7846,0.6711,65,False
212260666,all,sinArtefactosConservador,smote,RBFNetwork_aprox,push,0.4167,1.0,12,True
212260666,all,sinArtefactosConservador,smote,RBFNetwork_aprox,right,0.5667,0.5484,30,False
212260666,all,sinArtefactosConservador,smote_tomek,SMO_SVM,left,0.8125,0.619,16,False
212260666,all,sinArtefactosConservador,smote_tomek,SMO_SVM,pull,0.5385,0.7447,65,False
212260666,all,sinArtefactosConservador,smote_tomek,SMO_SVM,push,0.5,0.4286,12,True
212260666,all,sinArtefactosConservador,smote_tomek,SMO_SVM,right,0.7333,0.5366,30,False
212260666,all,sinArtefactosConservador,smote_tomek,RandomForest,left,0.625,0.625,16,False
212260666,all,sinArtefactosConservador,smote_tomek,RandomForest,pull,0.8308,0.7397,65,False
212260666,all,sinArtefactosConservador,smote_tomek,RandomForest,push,0.5,0.5455,12,True
212260666,all,sinArtefactosConservador,smote_tomek,RandomForest,right,0.7667,1.0,30,False
212260666,all,sinArtefactosConservador,smote_tomek,MLP,left,0.6875,0.6111,16,False
212260666,all,sinArtefactosConservador,smote_tomek,MLP,pull,0.5846,0.717,65,False
212260666,all,sinArtefactosConservador,smote_tomek,MLP,push,0.5833,0.3333,12,True
212260666,all,sinArtefactosConservador,smote_tomek,MLP,right,0.6333,0.6129,30,False
212260666,all,sinArtefactosConservador,smote_tomek,IBk_kNN,left,0.8125,0.5909,16,False
212260666,all,sinArtefactosConservador,smote_tomek,IBk_kNN,pull,0.5231,0.8095,65,False
212260666,all,sinArtefactosConservador,smote_tomek,IBk_kNN,push,0.5833,0.3333,12,True
212260666,all,sinArtefactosConservador,smote_tomek,IBk_kNN,right,0.7667,0.6053,30,False
212260666,all,sinArtefactosConservador,smote_tomek,RBFNetwork_aprox,left,0.625,0.9091,16,False
212260666,all,sinArtefactosConservador,smote_tomek,RBFNetwork_aprox,pull,0.7846,0.6538,65,False
212260666,all,sinArtefactosConservador,smote_tomek,RBFNetwork_aprox,push,0.4167,1.0,12,True
212260666,all,sinArtefactosConservador,smote_tomek,RBFNetwork_aprox,right,0.5,0.5172,30,False
212260666,all,sinArtefactosConservador,random_undersampling_controlado,SMO_SVM,left,0.8125,0.65,16,False
212260666,all,sinArtefactosConservador,random_undersampling_controlado,SMO_SVM,pull,0.6154,0.7843,65,False
212260666,all,sinArtefactosConservador,random_undersampling_controlado,SMO_SVM,push,0.6667,0.4706,12,True
212260666,all,sinArtefactosConservador,random_undersampling_controlado,SMO_SVM,right,0.8,0.6857,30,False
212260666,all,sinArtefactosConservador,random_undersampling_controlado,RandomForest,left,0.6875,0.55,16,False
212260666,all,sinArtefactosConservador,random_undersampling_controlado,RandomForest,pull,0.8462,0.8462,65,False
212260666,all,sinArtefactosConservador,random_undersampling_controlado,RandomForest,push,0.5833,0.7778,12,True
212260666,all,sinArtefactosConservador,random_undersampling_controlado,RandomForest,right,0.7333,0.7586,30,False
212260666,all,sinArtefactosConservador,random_undersampling_controlado,MLP,left,0.8125,0.619,16,False
212260666,all,sinArtefactosConservador,random_undersampling_controlado,MLP,pull,0.5385,0.7292,65,False
212260666,all,sinArtefactosConservador,random_undersampling_controlado,MLP,push,0.6667,0.3636,12,True
212260666,all,sinArtefactosConservador,random_undersampling_controlado,MLP,right,0.7333,0.6875,30,False
212260666,all,sinArtefactosConservador,random_undersampling_controlado,IBk_kNN,left,0.8125,0.6842,16,False
212260666,all,sinArtefactosConservador,random_undersampling_controlado,IBk_kNN,pull,0.5538,0.9231,65,False
212260666,all,sinArtefactosConservador,random_undersampling_controlado,IBk_kNN,push,0.8333,0.5263,12,True
212260666,all,sinArtefactosConservador,random_undersampling_controlado,IBk_kNN,right,0.8333,0.5435,30,False
212260666,all,sinArtefactosConservador,random_undersampling_controlado,RBFNetwork_aprox,left,0.5625,0.8182,16,False
212260666,all,sinArtefactosConservador,random_undersampling_controlado,RBFNetwork_aprox,pull,0.7846,0.68,65,False
212260666,all,sinArtefactosConservador,random_undersampling_controlado,RBFNetwork_aprox,push,0.4167,1.0,12,True
212260666,all,sinArtefactosConservador,random_undersampling_controlado,RBFNetwork_aprox,right,0.6333,0.5938,30,False
212260668,all,noOutliers,sin_balanceo,SMO_SVM,pull,0.9041,0.8919,73,False
212260668,all,noOutliers,sin_balanceo,SMO_SVM,push,0.8333,0.8442,78,False
212260668,all,noOutliers,sin_balanceo,SMO_SVM,right,0.875,0.875,48,True
212260668,all,noOutliers,sin_balanceo,RandomForest,pull,0.9315,0.9714,73,False
212260668,all,noOutliers,sin_balanceo,RandomForest,push,0.9231,0.9231,78,False
212260668,all,noOutliers,sin_balanceo,RandomForest,right,0.9583,0.902,48,True
212260668,all,noOutliers,sin_balanceo,MLP,pull,0.9315,0.9577,73,False
212260668,all,noOutliers,sin_balanceo,MLP,push,0.9231,0.8889,78,False
212260668,all,noOutliers,sin_balanceo,MLP,right,0.875,0.8936,48,True
212260668,all,noOutliers,sin_balanceo,IBk_kNN,pull,0.9041,0.9706,73,False
212260668,all,noOutliers,sin_balanceo,IBk_kNN,push,0.9359,0.869,78,False
212260668,all,noOutliers,sin_balanceo,IBk_kNN,right,0.9167,0.9362,48,True
212260668,all,noOutliers,sin_balanceo,RBFNetwork_aprox,pull,0.9589,0.7216,73,False
212260668,all,noOutliers,sin_balanceo,RBFNetwork_aprox,push,0.5897,0.92,78,False
212260668,all,noOutliers,sin_balanceo,RBFNetwork_aprox,right,0.9583,0.8846,48,True
212260668,all,noOutliers,random_oversampling,SMO_SVM,pull,0.9041,0.9041,73,False
212260668,all,noOutliers,random_oversampling,SMO_SVM,push,0.8462,0.8462,78,False
212260668,all,noOutliers,random_oversampling,SMO_SVM,right,0.875,0.875,48,True
212260668,all,noOutliers,random_oversampling,RandomForest,pull,0.9315,0.9577,73,False
212260668,all,noOutliers,random_oversampling,RandomForest,push,0.8974,0.9211,78,False
212260668,all,noOutliers,random_oversampling,RandomForest,right,0.9583,0.8846,48,True
212260668,all,noOutliers,random_oversampling,MLP,pull,0.9452,0.9718,73,False
212260668,all,noOutliers,random_oversampling,MLP,push,0.9487,0.9024,78,False
212260668,all,noOutliers,random_oversampling,MLP,right,0.8958,0.9348,48,True
212260668,all,noOutliers,random_oversampling,IBk_kNN,pull,0.9041,0.9706,73,False
212260668,all,noOutliers,random_oversampling,IBk_kNN,push,0.9359,0.8795,78,False
212260668,all,noOutliers,random_oversampling,IBk_kNN,right,0.9375,0.9375,48,True
212260668,all,noOutliers,random_oversampling,RBFNetwork_aprox,pull,0.9589,0.7292,73,False
212260668,all,noOutliers,random_oversampling,RBFNetwork_aprox,push,0.6282,0.9245,78,False
212260668,all,noOutliers,random_oversampling,RBFNetwork_aprox,right,0.9375,0.9,48,True
212260668,all,noOutliers,class_weight_balanced,SMO_SVM,pull,0.9041,0.9041,73,False
212260668,all,noOutliers,class_weight_balanced,SMO_SVM,push,0.8462,0.8462,78,False
212260668,all,noOutliers,class_weight_balanced,SMO_SVM,right,0.875,0.875,48,True
212260668,all,noOutliers,class_weight_balanced,RandomForest,pull,0.9315,0.9444,73,False
212260668,all,noOutliers,class_weight_balanced,RandomForest,push,0.859,0.9178,78,False
212260668,all,noOutliers,class_weight_balanced,RandomForest,right,0.9583,0.8519,48,True
212260668,all,noOutliers,class_weight_balanced,RBFNetwork_aprox,pull,0.9589,0.7292,73,False
212260668,all,noOutliers,class_weight_balanced,RBFNetwork_aprox,push,0.6282,0.9423,78,False
212260668,all,noOutliers,class_weight_balanced,RBFNetwork_aprox,right,0.9583,0.902,48,True
212260668,all,noOutliers,smote,SMO_SVM,pull,0.9041,0.9041,73,False
212260668,all,noOutliers,smote,SMO_SVM,push,0.8462,0.8462,78,False
212260668,all,noOutliers,smote,SMO_SVM,right,0.875,0.875,48,True
212260668,all,noOutliers,smote,RandomForest,pull,0.9315,0.9577,73,False
212260668,all,noOutliers,smote,RandomForest,push,0.9103,0.9221,78,False
212260668,all,noOutliers,smote,RandomForest,right,0.9583,0.902,48,True
212260668,all,noOutliers,smote,MLP,pull,0.9452,0.9718,73,False
212260668,all,noOutliers,smote,MLP,push,0.9872,0.8953,78,False
212260668,all,noOutliers,smote,MLP,right,0.875,1.0,48,True
212260668,all,noOutliers,smote,IBk_kNN,pull,0.9041,0.9565,73,False
212260668,all,noOutliers,smote,IBk_kNN,push,0.9231,0.878,78,False
