sujeto,movimiento,variante_limpieza,estrategia_balanceo,modelo,accuracy,balanced_accuracy,kappa,macro_f1,weighted_f1,recall_left,recall_pull,recall_push,recall_right,precision_left,precision_pull,precision_push,precision_right,auc,min_clase,problema_muestra,exito,observacion,cv,folds
212260567,pull,sinArtefactosEstricto,random_oversampling,SMO_SVM,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,pull,sinArtefactosEstricto,random_oversampling,RandomForest,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,pull,sinArtefactosEstricto,random_oversampling,MLP,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,pull,sinArtefactosEstricto,random_oversampling,IBk_kNN,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,pull,sinArtefactosEstricto,random_oversampling,RBFNetwork_aprox,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,pull,sinArtefactosEstricto,class_weight_balanced,SMO_SVM,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,pull,sinArtefactosEstricto,class_weight_balanced,RandomForest,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,pull,sinArtefactosEstricto,class_weight_balanced,MLP,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,pull,sinArtefactosEstricto,class_weight_balanced,IBk_kNN,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,pull,sinArtefactosEstricto,class_weight_balanced,RBFNetwork_aprox,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,pull,sinArtefactosEstricto,smote,SMO_SVM,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,pull,sinArtefactosEstricto,smote,RandomForest,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,pull,sinArtefactosEstricto,smote,MLP,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,pull,sinArtefactosEstricto,smote,IBk_kNN,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,pull,sinArtefactosEstricto,smote,RBFNetwork_aprox,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,pull,sinArtefactosEstricto,smote_tomek,SMO_SVM,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,pull,sinArtefactosEstricto,smote_tomek,RandomForest,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,pull,sinArtefactosEstricto,smote_tomek,MLP,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,pull,sinArtefactosEstricto,smote_tomek,IBk_kNN,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,pull,sinArtefactosEstricto,smote_tomek,RBFNetwork_aprox,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,pull,sinArtefactosEstricto,random_undersampling_controlado,SMO_SVM,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,pull,sinArtefactosEstricto,random_undersampling_controlado,RandomForest,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,pull,sinArtefactosEstricto,random_undersampling_controlado,MLP,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,pull,sinArtefactosEstricto,random_undersampling_controlado,IBk_kNN,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,pull,sinArtefactosEstricto,random_undersampling_controlado,RBFNetwork_aprox,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,push,noOutliers,sin_balanceo,SMO_SVM,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
212260567,push,noOutliers,sin_balanceo,RandomForest,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
212260567,push,noOutliers,sin_balanceo,MLP,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
212260567,push,noOutliers,sin_balanceo,IBk_kNN,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
212260567,push,noOutliers,sin_balanceo,RBFNetwork_aprox,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
212260567,push,noOutliers,random_oversampling,SMO_SVM,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
212260567,push,noOutliers,random_oversampling,RandomForest,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
212260567,push,noOutliers,random_oversampling,MLP,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
212260567,push,noOutliers,random_oversampling,IBk_kNN,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
212260567,push,noOutliers,random_oversampling,RBFNetwork_aprox,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
212260567,push,noOutliers,class_weight_balanced,SMO_SVM,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
212260567,push,noOutliers,class_weight_balanced,RandomForest,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
212260567,push,noOutliers,class_weight_balanced,MLP,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
212260567,push,noOutliers,class_weight_balanced,IBk_kNN,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
212260567,push,noOutliers,class_weight_balanced,RBFNetwork_aprox,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
212260567,push,noOutliers,smote,SMO_SVM,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
212260567,push,noOutliers,smote,RandomForest,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
212260567,push,noOutliers,smote,MLP,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
212260567,push,noOutliers,smote,IBk_kNN,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
212260567,push,noOutliers,smote,RBFNetwork_aprox,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
212260567,push,noOutliers,smote_tomek,SMO_SVM,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
212260567,push,noOutliers,smote_tomek,RandomForest,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
212260567,push,noOutliers,smote_tomek,MLP,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
212260567,push,noOutliers,smote_tomek,IBk_kNN,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
212260567,push,noOutliers,smote_tomek,RBFNetwork_aprox,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
212260567,push,noOutliers,random_undersampling_controlado,SMO_SVM,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
212260567,push,noOutliers,random_undersampling_controlado,RandomForest,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
212260567,push,noOutliers,random_undersampling_controlado,MLP,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
212260567,push,noOutliers,random_undersampling_controlado,IBk_kNN,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
212260567,push,noOutliers,random_undersampling_controlado,RBFNetwork_aprox,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
212260567,push,sinArtefactosConservador,sin_balanceo,SMO_SVM,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,push,sinArtefactosConservador,sin_balanceo,RandomForest,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,push,sinArtefactosConservador,sin_balanceo,MLP,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,push,sinArtefactosConservador,sin_balanceo,IBk_kNN,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,push,sinArtefactosConservador,sin_balanceo,RBFNetwork_aprox,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,push,sinArtefactosConservador,random_oversampling,SMO_SVM,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,push,sinArtefactosConservador,random_oversampling,RandomForest,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,push,sinArtefactosConservador,random_oversampling,MLP,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,push,sinArtefactosConservador,random_oversampling,IBk_kNN,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,push,sinArtefactosConservador,random_oversampling,RBFNetwork_aprox,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,push,sinArtefactosConservador,class_weight_balanced,SMO_SVM,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,push,sinArtefactosConservador,class_weight_balanced,RandomForest,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,push,sinArtefactosConservador,class_weight_balanced,MLP,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,push,sinArtefactosConservador,class_weight_balanced,IBk_kNN,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,push,sinArtefactosConservador,class_weight_balanced,RBFNetwork_aprox,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,push,sinArtefactosConservador,smote,SMO_SVM,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,push,sinArtefactosConservador,smote,RandomForest,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,push,sinArtefactosConservador,smote,MLP,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,push,sinArtefactosConservador,smote,IBk_kNN,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,push,sinArtefactosConservador,smote,RBFNetwork_aprox,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,push,sinArtefactosConservador,smote_tomek,SMO_SVM,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,push,sinArtefactosConservador,smote_tomek,RandomForest,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,push,sinArtefactosConservador,smote_tomek,MLP,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,push,sinArtefactosConservador,smote_tomek,IBk_kNN,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,push,sinArtefactosConservador,smote_tomek,RBFNetwork_aprox,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,push,sinArtefactosConservador,random_undersampling_controlado,SMO_SVM,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,push,sinArtefactosConservador,random_undersampling_controlado,RandomForest,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,push,sinArtefactosConservador,random_undersampling_controlado,MLP,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,push,sinArtefactosConservador,random_undersampling_controlado,IBk_kNN,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,push,sinArtefactosConservador,random_undersampling_controlado,RBFNetwork_aprox,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,push,sinArtefactosEstricto,sin_balanceo,SMO_SVM,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,push,sinArtefactosEstricto,sin_balanceo,RandomForest,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,push,sinArtefactosEstricto,sin_balanceo,MLP,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,push,sinArtefactosEstricto,sin_balanceo,IBk_kNN,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,push,sinArtefactosEstricto,sin_balanceo,RBFNetwork_aprox,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,push,sinArtefactosEstricto,random_oversampling,SMO_SVM,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,push,sinArtefactosEstricto,random_oversampling,RandomForest,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,push,sinArtefactosEstricto,random_oversampling,MLP,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,push,sinArtefactosEstricto,random_oversampling,IBk_kNN,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,push,sinArtefactosEstricto,random_oversampling,RBFNetwork_aprox,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,push,sinArtefactosEstricto,class_weight_balanced,SMO_SVM,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,push,sinArtefactosEstricto,class_weight_balanced,RandomForest,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,push,sinArtefactosEstricto,class_weight_balanced,MLP,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,push,sinArtefactosEstricto,class_weight_balanced,IBk_kNN,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,push,sinArtefactosEstricto,class_weight_balanced,RBFNetwork_aprox,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,push,sinArtefactosEstricto,smote,SMO_SVM,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,push,sinArtefactosEstricto,smote,RandomForest,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,push,sinArtefactosEstricto,smote,MLP,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,push,sinArtefactosEstricto,smote,IBk_kNN,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,push,sinArtefactosEstricto,smote,RBFNetwork_aprox,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,push,sinArtefactosEstricto,smote_tomek,SMO_SVM,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,push,sinArtefactosEstricto,smote_tomek,RandomForest,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,push,sinArtefactosEstricto,smote_tomek,MLP,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,push,sinArtefactosEstricto,smote_tomek,IBk_kNN,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,push,sinArtefactosEstricto,smote_tomek,RBFNetwork_aprox,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,push,sinArtefactosEstricto,random_undersampling_controlado,SMO_SVM,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,push,sinArtefactosEstricto,random_undersampling_controlado,RandomForest,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,push,sinArtefactosEstricto,random_undersampling_controlado,MLP,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,push,sinArtefactosEstricto,random_undersampling_controlado,IBk_kNN,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,push,sinArtefactosEstricto,random_undersampling_controlado,RBFNetwork_aprox,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,right,noOutliers,sin_balanceo,SMO_SVM,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
212260567,right,noOutliers,sin_balanceo,RandomForest,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
212260567,right,noOutliers,sin_balanceo,MLP,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
212260567,right,noOutliers,sin_balanceo,IBk_kNN,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
212260567,right,noOutliers,sin_balanceo,RBFNetwork_aprox,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
212260567,right,noOutliers,random_oversampling,SMO_SVM,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
212260567,right,noOutliers,random_oversampling,RandomForest,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
212260567,right,noOutliers,random_oversampling,MLP,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
212260567,right,noOutliers,random_oversampling,IBk_kNN,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
212260567,right,noOutliers,random_oversampling,RBFNetwork_aprox,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
212260567,right,noOutliers,class_weight_balanced,SMO_SVM,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
212260567,right,noOutliers,class_weight_balanced,RandomForest,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
212260567,right,noOutliers,class_weight_balanced,MLP,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
212260567,right,noOutliers,class_weight_balanced,IBk_kNN,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
212260567,right,noOutliers,class_weight_balanced,RBFNetwork_aprox,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
212260567,right,noOutliers,smote,SMO_SVM,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
212260567,right,noOutliers,smote,RandomForest,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
212260567,right,noOutliers,smote,MLP,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
212260567,right,noOutliers,smote,IBk_kNN,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
212260567,right,noOutliers,smote,RBFNetwork_aprox,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
212260567,right,noOutliers,smote_tomek,SMO_SVM,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
212260567,right,noOutliers,smote_tomek,RandomForest,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
212260567,right,noOutliers,smote_tomek,MLP,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
212260567,right,noOutliers,smote_tomek,IBk_kNN,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
212260567,right,noOutliers,smote_tomek,RBFNetwork_aprox,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
212260567,right,noOutliers,random_undersampling_controlado,SMO_SVM,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
212260567,right,noOutliers,random_undersampling_controlado,RandomForest,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
212260567,right,noOutliers,random_undersampling_controlado,MLP,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
212260567,right,noOutliers,random_undersampling_controlado,IBk_kNN,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
212260567,right,noOutliers,random_undersampling_controlado,RBFNetwork_aprox,,,,,,,,,,,,,,,0,True,NO_APLICA,menos de dos clases modelables,,
212260567,right,sinArtefactosConservador,sin_balanceo,SMO_SVM,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,right,sinArtefactosConservador,sin_balanceo,RandomForest,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,right,sinArtefactosConservador,sin_balanceo,MLP,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,right,sinArtefactosConservador,sin_balanceo,IBk_kNN,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,right,sinArtefactosConservador,sin_balanceo,RBFNetwork_aprox,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,right,sinArtefactosConservador,random_oversampling,SMO_SVM,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,right,sinArtefactosConservador,random_oversampling,RandomForest,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,right,sinArtefactosConservador,random_oversampling,MLP,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,right,sinArtefactosConservador,random_oversampling,IBk_kNN,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,right,sinArtefactosConservador,random_oversampling,RBFNetwork_aprox,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,right,sinArtefactosConservador,class_weight_balanced,SMO_SVM,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,right,sinArtefactosConservador,class_weight_balanced,RandomForest,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,right,sinArtefactosConservador,class_weight_balanced,MLP,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,right,sinArtefactosConservador,class_weight_balanced,IBk_kNN,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,right,sinArtefactosConservador,class_weight_balanced,RBFNetwork_aprox,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,right,sinArtefactosConservador,smote,SMO_SVM,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,right,sinArtefactosConservador,smote,RandomForest,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,right,sinArtefactosConservador,smote,MLP,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,right,sinArtefactosConservador,smote,IBk_kNN,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,right,sinArtefactosConservador,smote,RBFNetwork_aprox,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,right,sinArtefactosConservador,smote_tomek,SMO_SVM,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,right,sinArtefactosConservador,smote_tomek,RandomForest,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,right,sinArtefactosConservador,smote_tomek,MLP,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,right,sinArtefactosConservador,smote_tomek,IBk_kNN,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,right,sinArtefactosConservador,smote_tomek,RBFNetwork_aprox,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,right,sinArtefactosConservador,random_undersampling_controlado,SMO_SVM,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,right,sinArtefactosConservador,random_undersampling_controlado,RandomForest,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,right,sinArtefactosConservador,random_undersampling_controlado,MLP,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,right,sinArtefactosConservador,random_undersampling_controlado,IBk_kNN,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,right,sinArtefactosConservador,random_undersampling_controlado,RBFNetwork_aprox,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,right,sinArtefactosEstricto,sin_balanceo,SMO_SVM,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,right,sinArtefactosEstricto,sin_balanceo,RandomForest,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,right,sinArtefactosEstricto,sin_balanceo,MLP,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,right,sinArtefactosEstricto,sin_balanceo,IBk_kNN,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,right,sinArtefactosEstricto,sin_balanceo,RBFNetwork_aprox,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,right,sinArtefactosEstricto,random_oversampling,SMO_SVM,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,right,sinArtefactosEstricto,random_oversampling,RandomForest,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,right,sinArtefactosEstricto,random_oversampling,MLP,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,right,sinArtefactosEstricto,random_oversampling,IBk_kNN,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,right,sinArtefactosEstricto,random_oversampling,RBFNetwork_aprox,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,right,sinArtefactosEstricto,class_weight_balanced,SMO_SVM,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,right,sinArtefactosEstricto,class_weight_balanced,RandomForest,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,right,sinArtefactosEstricto,class_weight_balanced,MLP,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,right,sinArtefactosEstricto,class_weight_balanced,IBk_kNN,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,right,sinArtefactosEstricto,class_weight_balanced,RBFNetwork_aprox,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,right,sinArtefactosEstricto,smote,SMO_SVM,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,right,sinArtefactosEstricto,smote,RandomForest,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,right,sinArtefactosEstricto,smote,MLP,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,right,sinArtefactosEstricto,smote,IBk_kNN,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,right,sinArtefactosEstricto,smote,RBFNetwork_aprox,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,right,sinArtefactosEstricto,smote_tomek,SMO_SVM,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,right,sinArtefactosEstricto,smote_tomek,RandomForest,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
212260567,right,sinArtefactosEstricto,smote_tomek,MLP,,,,,,,,,,,,,,,0,True,NO_APLICA,variante marcada como no modelable,,
